DisNo.,Year,ISO,Country,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,Subregion,Region,Location,Origin,Associated Types,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update
2008-0242-JPN,2008,JPN,Japan,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,GLIDE:EQ-2008-000087|USGS:usp000g9h6,,Eastern Asia,Asia,"Mizusawasi, Moriokasi districts (Iwate province), Tukidatetyoo, Hurukawasi, Sendaisi_Aobaku, Sendaisi_Daisiroku, Sendaisi_Izumiku, Sendaisi_Miyaginoku, Sendaisi_Wakabayasiku districts (Miyagi province), Akita province",,"Slide (land, mud, snow, rock)",No,No,No,,6.9,Moment Magnitude,39.03,140.881,,2008,6.0,13.0,2008,6.0,13.0,23.0,448.0,,,448.0,,,55000.0,77837.0,167000.0,236343.0,70.66008903,"[{""adm1_code"":1652,""adm1_name"":""Akita""},{""adm2_code"":34638,""adm2_name"":""Mizusawasi""},{""adm2_code"":34639,""adm2_name"":""Moriokasi""},{""adm2_code"":35135,""adm2_name"":""Hurukawasi""},{""adm2_code"":35176,""adm2_name"":""Sendaisi_Aobaku""},{""adm2_code"":35177,""adm2_name"":""Sendaisi_Daisiroku""},{""adm2_code"":35178,""adm2_name"":""Sendaisi_Izumiku""},{""adm2_code"":35179,""adm2_name"":""Sendaisi_Miyaginoku""},{""adm2_code"":35180,""adm2_name"":""Sendaisi_Wakabayasiku""},{""adm2_code"":35197,""adm2_name"":""Tukidatetyoo""}]",2014-02-24,2023-09-25
2008-0251-JPN,2008,JPN,Japan,No,tec-tra-wat-wat,Technological,Transport,Water,Water,,Chalutier Suwamaru n°58,Eastern Asia,Asia,,Bad weather,,No,No,No,,,,,,,2008,6.0,23.0,2008,6.0,23.0,17.0,,3.0,,3.0,,,,,,,70.66008903,,2008-06-30,2023-09-25
2008-0275-JPN,2008,JPN,Japan,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,GLIDE:EQ-2008-000115|USGS:usp000gczp,,Eastern Asia,Asia,Hatinohesi district (Aomori province),,"Slide (land, mud, snow, rock)",No,No,No,,6.8,Moment Magnitude,39.802,141.464,,2008,7.0,23.0,2008,7.0,24.0,1.0,200.0,270.0,,470.0,,,,,110000.0,155675.0,70.66008903,"[{""adm2_code"":33543,""adm2_name"":""Hatinohesi""}]",2009-03-19,2023-09-25
2008-0293-JPN,2008,JPN,Japan,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,GLIDE:FL-2008-000120,,Eastern Asia,Asia,"Koobesi_Higasinadaku, Koobesi_Hyoogoku, Koobesi_Kitaku, Koobesi_Nadaku, Koobesi_Nagataku, Koobesi_Nisiku, Koobesi_Sumaku, Koobesi_Tarumiku, Koobesi_Tyuuooku districts (Hyoogo province), Kanazawasi district (Isikawa province)",Torrential rain,,No,No,No,,52420.0,Km2,35.88,136.38,Togagawa river,2008,7.0,28.0,2008,7.0,29.0,5.0,3.0,50000.0,,50003.0,,,,,,,70.66008903,"[{""adm2_code"":34424,""adm2_name"":""Koobesi_Higasinadaku""},{""adm2_code"":34425,""adm2_name"":""Koobesi_Hyoogoku""},{""adm2_code"":34426,""adm2_name"":""Koobesi_Kitaku""},{""adm2_code"":34427,""adm2_name"":""Koobesi_Nadaku""},{""adm2_code"":34428,""adm2_name"":""Koobesi_Nagataku""},{""adm2_code"":34429,""adm2_name"":""Koobesi_Nisiku""},{""adm2_code"":34430,""adm2_name"":""Koobesi_Sumaku""},{""adm2_code"":34431,""adm2_name"":""Koobesi_Tarumiku""},{""adm2_code"":34432,""adm2_name"":""Koobesi_Tyuuooku""},{""adm2_code"":34570,""adm2_name"":""Kanazawasi""}]",2009-01-12,2023-09-25
2008-0438-JPN,2008,JPN,Japan,No,tec-mis-fir-fir,Technological,Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,Video shop,Eastern Asia,Asia,Osaka,,,No,No,No,,,,,,,2008,9.0,30.0,2008,10.0,1.0,15.0,10.0,,,10.0,,,,,,,70.66008903,,2008-10-01,2023-09-25
2008-0662-JPN,2008,JPN,Japan,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,Eastern Asia,Asia,All country,,,No,No,No,,,°C,,,,2008,7.0,,2008,7.0,,47.0,,,,,,,,,,,70.66008903,"[{""adm1_code"":1651,""adm1_name"":""Aiti""},{""adm1_code"":1652,""adm1_name"":""Akita""},{""adm1_code"":1653,""adm1_name"":""Aomori""},{""adm1_code"":1654,""adm1_name"":""Ehime""},{""adm1_code"":1655,""adm1_name"":""Hukui""},{""adm1_code"":1656,""adm1_name"":""Hukuoka""},{""adm1_code"":1657,""adm1_name"":""Hukusima""},{""adm1_code"":1658,""adm1_name"":""Gifu""},{""adm1_code"":1659,""adm1_name"":""Gunma""},{""adm1_code"":1660,""adm1_name"":""Hirosima""},{""adm1_code"":1661,""adm1_name"":""Hokkaidoo""},{""adm1_code"":1662,""adm1_name"":""Hyoogo""},{""adm1_code"":1663,""adm1_name"":""Ibaraki""},{""adm1_code"":1664,""adm1_name"":""Isikawa""},{""adm1_code"":1665,""adm1_name"":""Iwate""},{""adm1_code"":1666,""adm1_name"":""Kagawa""},{""adm1_code"":1667,""adm1_name"":""Kagosima""},{""adm1_code"":1668,""adm1_name"":""Kanagawa""},{""adm1_code"":1669,""adm1_name"":""Kooti""},{""adm1_code"":1670,""adm1_name"":""Kumamoto""},{""adm1_code"":1671,""adm1_name"":""Kyooto""},{""adm1_code"":1672,""adm1_name"":""Mie""},{""adm1_code"":1673,""adm1_name"":""Miyagi""},{""adm1_code"":1674,""adm1_name"":""Miyazaki""},{""adm1_code"":1675,""adm1_name"":""Nagano""},{""adm1_code"":1676,""adm1_name"":""Nagasaki""},{""adm1_code"":1677,""adm1_name"":""Nara""},{""adm1_code"":1678,""adm1_name"":""Niigata""},{""adm1_code"":1679,""adm1_name"":""Ooita""},{""adm1_code"":1680,""adm1_name"":""Okayama""},{""adm1_code"":1681,""adm1_name"":""Okinawa""},{""adm1_code"":1682,""adm1_name"":""Oosaka""},{""adm1_code"":1683,""adm1_name"":""Saga""},{""adm1_code"":1684,""adm1_name"":""Saitama""},{""adm1_code"":1685,""adm1_name"":""Siga""},{""adm1_code"":1686,""adm1_name"":""Simane""},{""adm1_code"":1687,""adm1_name"":""Sizuoka""},{""adm1_code"":1688,""adm1_name"":""Totigi""},{""adm1_code"":1689,""adm1_name"":""Tokusima""},{""adm1_code"":1690,""adm1_name"":""Tookyoo""},{""adm1_code"":1691,""adm1_name"":""Tottori""},{""adm1_code"":1692,""adm1_name"":""Toyama""},{""adm1_code"":1693,""adm1_name"":""Tiba""},{""adm1_code"":1694,""adm1_name"":""Wakayama""},{""adm1_code"":1695,""adm1_name"":""Yamagata""},{""adm1_code"":1696,""adm1_name"":""Yamaguti""},{""adm1_code"":1697,""adm1_name"":""Yamanasi""}]",2010-07-27,2024-02-06
2009-0097-JPN,2009,JPN,Japan,No,tec-tra-wat-wat,Technological,Transport,Water,Water,,"Cargo ""Orchid Pia"" and Cargo ""Cygnus Ace""",Eastern Asia,Asia,Izu Oshima Isl.,,,No,No,No,,,,,,,2009,3.0,10.0,2009,3.0,10.0,16.0,,,,,,,,,,,70.40886176,,2009-03-16,2023-09-25
2009-0144-JPN,2009,JPN,Japan,No,tec-tra-wat-wat,Technological,Transport,Water,Water,,"Boat ""Daiei Maru n°11""",Eastern Asia,Asia,Near Hirado port and Kyushu Island,,,No,No,No,,,,,,,2009,4.0,14.0,2009,4.0,14.0,12.0,,10.0,,10.0,,,,,,,70.40886176,,2009-04-16,2023-09-25
2009-0275-JPN,2009,JPN,Japan,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,Eastern Asia,Asia,"Yamaguti, Tottori provinces",,,No,No,No,,,,,,,2009,7.0,20.0,2009,7.0,20.0,16.0,,400.0,,400.0,,,,,,,70.40886176,"[{""adm1_code"":1691,""adm1_name"":""Tottori""},{""adm1_code"":1696,""adm1_name"":""Yamaguti""}]",2009-07-28,2023-09-25
2009-0276-JPN,2009,JPN,Japan,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,Eastern Asia,Asia,Hukuoka province,Heavy rains,,No,No,No,,,,,,,2009,7.0,26.0,2009,7.0,27.0,28.0,,,,,,,,,,,70.40886176,"[{""adm1_code"":1656,""adm1_name"":""Hukuoka""}]",2010-01-13,2023-09-25
2009-0316-JPN,2009,JPN,Japan,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,"Typhoon ""Etau""",Eastern Asia,Asia,"Hyoogo, Okayama provinces",,Flood,No,No,No,,,Kph,,,,2009,8.0,10.0,2009,8.0,10.0,12.0,,2000.0,,2000.0,,,,,,,70.40886176,"[{""adm1_code"":1662,""adm1_name"":""Hyoogo""},{""adm1_code"":1680,""adm1_name"":""Okayama""}]",2009-08-13,2023-09-25
2009-0320-JPN,2009,JPN,Japan,No,nat-geo-ear-tsu,Natural,Geophysical,Earthquake,Tsunami,USGS:usp000h05y,,Eastern Asia,Asia,"Sizuokasi, Yaidusi, Sagaratyoo, Huziedasi, Simadasi, Kakegawasi, Haibaratyoo districts (Sizuola province), Tookyoo province",,Fire|Tsunami/Tidal wave,No,No,No,,6.2,Moment Magnitude,34.743,138.264,,2009,8.0,10.0,2009,8.0,10.0,1.0,319.0,25000.0,,25319.0,,,250000.0,355069.0,400000.0,568110.0,70.40886176,"[{""adm1_code"":1690,""adm1_name"":""Tookyoo""},{""adm2_code"":36114,""adm2_name"":""Haibaratyoo""},{""adm2_code"":36125,""adm2_name"":""Huziedasi""},{""adm2_code"":36133,""adm2_name"":""Kakegawasi""},{""adm2_code"":36164,""adm2_name"":""Sagaratyoo""},{""adm2_code"":36167,""adm2_name"":""Simadasi""},{""adm2_code"":36171,""adm2_name"":""Sizuokasi""},{""adm2_code"":36179,""adm2_name"":""Yaidusi""}]",2011-04-27,2023-09-25
2009-0423-JPN,2009,JPN,Japan,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,"TYphoon ""Melor""",Eastern Asia,Asia,"Mie, Aiti, Gifu, Siga, Wakayama, Miyagi, Saitama provinces",,Surge,No,No,No,,220.0,Kph,,,,2009,10.0,7.0,2009,10.0,9.0,4.0,119.0,5000.0,,5119.0,,,625000.0,887672.0,1000000.0,1420276.0,70.40886176,"[{""adm1_code"":1651,""adm1_name"":""Aiti""},{""adm1_code"":1658,""adm1_name"":""Gifu""},{""adm1_code"":1672,""adm1_name"":""Mie""},{""adm1_code"":1673,""adm1_name"":""Miyagi""},{""adm1_code"":1684,""adm1_name"":""Saitama""},{""adm1_code"":1685,""adm1_name"":""Siga""},{""adm1_code"":1694,""adm1_name"":""Wakayama""}]",2010-03-10,2023-09-25
2009-0658-JPN,2009,JPN,Japan,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,Eastern Asia,Asia,All country,,,No,No,No,,,°C,,,,2009,7.0,,2009,7.0,,16.0,,,,,,,,,,,70.40886176,"[{""adm1_code"":1651,""adm1_name"":""Aiti""},{""adm1_code"":1652,""adm1_name"":""Akita""},{""adm1_code"":1653,""adm1_name"":""Aomori""},{""adm1_code"":1654,""adm1_name"":""Ehime""},{""adm1_code"":1655,""adm1_name"":""Hukui""},{""adm1_code"":1656,""adm1_name"":""Hukuoka""},{""adm1_code"":1657,""adm1_name"":""Hukusima""},{""adm1_code"":1658,""adm1_name"":""Gifu""},{""adm1_code"":1659,""adm1_name"":""Gunma""},{""adm1_code"":1660,""adm1_name"":""Hirosima""},{""adm1_code"":1661,""adm1_name"":""Hokkaidoo""},{""adm1_code"":1662,""adm1_name"":""Hyoogo""},{""adm1_code"":1663,""adm1_name"":""Ibaraki""},{""adm1_code"":1664,""adm1_name"":""Isikawa""},{""adm1_code"":1665,""adm1_name"":""Iwate""},{""adm1_code"":1666,""adm1_name"":""Kagawa""},{""adm1_code"":1667,""adm1_name"":""Kagosima""},{""adm1_code"":1668,""adm1_name"":""Kanagawa""},{""adm1_code"":1669,""adm1_name"":""Kooti""},{""adm1_code"":1670,""adm1_name"":""Kumamoto""},{""adm1_code"":1671,""adm1_name"":""Kyooto""},{""adm1_code"":1672,""adm1_name"":""Mie""},{""adm1_code"":1673,""adm1_name"":""Miyagi""},{""adm1_code"":1674,""adm1_name"":""Miyazaki""},{""adm1_code"":1675,""adm1_name"":""Nagano""},{""adm1_code"":1676,""adm1_name"":""Nagasaki""},{""adm1_code"":1677,""adm1_name"":""Nara""},{""adm1_code"":1678,""adm1_name"":""Niigata""},{""adm1_code"":1679,""adm1_name"":""Ooita""},{""adm1_code"":1680,""adm1_name"":""Okayama""},{""adm1_code"":1681,""adm1_name"":""Okinawa""},{""adm1_code"":1682,""adm1_name"":""Oosaka""},{""adm1_code"":1683,""adm1_name"":""Saga""},{""adm1_code"":1684,""adm1_name"":""Saitama""},{""adm1_code"":1685,""adm1_name"":""Siga""},{""adm1_code"":1686,""adm1_name"":""Simane""},{""adm1_code"":1687,""adm1_name"":""Sizuoka""},{""adm1_code"":1688,""adm1_name"":""Totigi""},{""adm1_code"":1689,""adm1_name"":""Tokusima""},{""adm1_code"":1690,""adm1_name"":""Tookyoo""},{""adm1_code"":1691,""adm1_name"":""Tottori""},{""adm1_code"":1692,""adm1_name"":""Toyama""},{""adm1_code"":1693,""adm1_name"":""Tiba""},{""adm1_code"":1694,""adm1_name"":""Wakayama""},{""adm1_code"":1695,""adm1_name"":""Yamagata""},{""adm1_code"":1696,""adm1_name"":""Yamaguti""},{""adm1_code"":1697,""adm1_name"":""Yamanasi""}]",2010-07-27,2024-02-06
2010-0311-JPN,2010,JPN,Japan,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,Eastern Asia,Asia,"Gifu, Simane, Hirosima provinces",Heavy rains,,No,No,No,,,Km2,,,,2010,7.0,18.0,2010,7.0,18.0,10.0,,,,,,,,,,,71.56359558,"[{""adm1_code"":1658,""adm1_name"":""Gifu""},{""adm1_code"":1660,""adm1_name"":""Hirosima""},{""adm1_code"":1686,""adm1_name"":""Simane""}]",2010-07-27,2023-09-25
